date,average_price,total_volume,type,year,state,region,season,price_bin,average_revenue
2016-06-26,1.8,27771.37,organic,2016,Chicago,Midwest,summer,2.00,653407.95
2016-06-26,0.92,280229.89,conventional,2016,Cincinnati/Dayton,Midwest,summer,1.00,333964.06
2016-06-26,1.02,19243.4,organic,2016,Cincinnati/Dayton,Midwest,summer,1.00,370264.51
2016-06-26,1.04,201923.72,conventional,2016,Columbus,Midwest,summer,1.00,377524.59
2016-06-26,1.1,8491.02,organic,2016,Columbus,Midwest,summer,1.00,399304.86
2016-06-26,0.85,1277488.6,conventional,2016,Dallas/Ft. Worth,South Central,summer,1.00,308553.75
2016-06-26,1.04,30776.67,organic,2016,Dallas/Ft. Worth,South Central,summer,1.00,377524.59
2016-06-26,0.98,773677.84,conventional,2016,Denver,West,summer,1.00,355744.33
2016-06-26,1.52,19132.38,organic,2016,Denver,West,summer,2.00,551766.71
2016-06-26,1.13,344391.38,conventional,2016,Detroit,Midwest,summer,1.00,410194.99
2016-06-26,1.26,18307.22,organic,2016,Detroit,Midwest,summer,1.00,457385.57
2016-06-26,1.26,183547.1,conventional,2016,Grand Rapids,Midwest,summer,1.00,457385.57
2016-06-26,1.38,2515.91,organic,2016,Grand Rapids,Midwest,summer,2.00,500946.1
2016-06-26,1.24,277479.27,conventional,2016,Harrisburg/Scranton,Northeast,summer,1.00,450125.48
2016-06-26,1.9,6794.88,organic,2016,Harrisburg/Scranton,Northeast,summer,2.00,689708.39
2016-06-26,1.41,329620.35,conventional,2016,Hartford/Springfield,Northeast,summer,2.00,511836.23
2016-06-26,2.32,7355.55,organic,2016,Hartford/Springfield,Northeast,summer,3.00,842170.25
2016-06-26,0.88,1186692.39,conventional,2016,Houston,South Central,summer,1.00,319443.89
2016-06-26,1.32,14968.56,organic,2016,Houston,South Central,summer,1.00,479165.83
2016-06-26,1.15,183555.06,conventional,2016,Indianapolis,Midwest,summer,1.00,417455.08
2016-06-26,1.39,4164.06,organic,2016,Indianapolis,Midwest,summer,2.00,504576.14
2016-06-26,1.19,159128.77,conventional,2016,Jacksonville,Southeast,summer,1.00,431975.26
2016-06-26,1.72,3794.29,organic,2016,Jacksonville,Southeast,summer,2.00,624367.6
2016-06-26,0.94,352406.76,conventional,2016,Las Vegas,West,summer,1.00,341224.15
2016-06-26,1.56,13868.58,organic,2016,Las Vegas,West,summer,2.00,566286.89
2016-06-26,0.85,3258184.45,conventional,2016,Los Angeles,West,summer,1.00,308553.75
2016-06-26,1.18,112304.11,organic,2016,Los Angeles,West,summer,1.00,428345.21
2016-06-26,1.06,98077.6,conventional,2016,Louisville,Southeast,summer,1.00,384784.68
2016-06-26,1.24,3244.63,organic,2016,Louisville,Southeast,summer,1.00,450125.48
2016-06-26,1.25,540206.17,conventional,2016,Miami/Ft. Lauderdale,Southeast,summer,1.00,453755.52
2016-06-26,1.39,4836.08,organic,2016,Miami/Ft. Lauderdale,Southeast,summer,2.00,504576.14
2016-06-26,0.98,195471.62,conventional,2016,Nashville,Southeast,summer,1.00,355744.33
2016-06-26,1.18,9785.03,organic,2016,Nashville,Southeast,summer,1.00,428345.21
2016-06-26,1.05,267116.01,conventional,2016,New Orleans/Mobile,Southeast,summer,1.00,381154.64
2016-06-26,1.3,4842.27,organic,2016,New Orleans/Mobile,Southeast,summer,1.00,471905.74
2016-06-26,1.2,1622151.78,conventional,2016,New York,Northeast,summer,1.00,435605.3
2016-06-26,2.23,38645.77,organic,2016,New York,Northeast,summer,2.00,809499.85
2016-06-26,1.28,497816.81,conventional,2016,Northern New England,Northeast,summer,1.00,464645.65
2016-06-26,1.46,12472.06,organic,2016,Northern New England,Northeast,summer,2.00,529986.45
2016-06-26,1.18,333568.95,conventional,2016,Orlando,Southeast,summer,1.00,428345.21
2016-06-26,1.64,6955.34,organic,2016,Orlando,Southeast,summer,2.00,595327.24
2016-06-26,1.24,478874.92,conventional,2016,Philadelphia,Mid-Atlantic,summer,1.00,450125.48
2016-06-26,2.16,9455.24,organic,2016,Philadelphia,Mid-Atlantic,summer,2.00,784089.54
2016-06-26,0.6,1360168.72,conventional,2016,Phoenix/Tucson,West,summer,1.00,217802.65
2016-06-26,1.66,13866.31,organic,2016,Phoenix/Tucson,West,summer,2.00,602587.33
2016-06-26,1.39,110772.26,conventional,2016,Pittsburgh,Northeast,summer,2.00,504576.14
2016-06-26,1.48,5570.89,organic,2016,Pittsburgh,Northeast,summer,2.00,537246.54
2016-06-26,1.03,2101835.6,conventional,2016,Plains,Midwest,summer,1.00,373894.55
2016-06-26,1.63,52284.1,organic,2016,Plains,Midwest,summer,2.00,591697.2
2016-06-26,0.92,662145.29,conventional,2016,Portland,West,summer,1.00,333964.06
2016-06-26,1.42,36278.04,organic,2016,Portland,West,summer,2.00,515466.27
2016-06-26,1.12,297550.9,conventional,2016,Raleigh/Greensboro,Southeast,summer,1.00,406564.95
2016-06-26,1.72,9221.49,organic,2016,Raleigh/Greensboro,Southeast,summer,2.00,624367.6
2016-06-26,1.0,259281.86,conventional,2016,Richmond/Norfolk,Mid-Atlantic,summer,1.00,363004.42
2016-06-26,1.19,9200.04,organic,2016,Richmond/Norfolk,Mid-Atlantic,summer,1.00,431975.26
2016-06-26,1.02,141407.11,conventional,2016,Roanoke,Southeast,summer,1.00,370264.51
2016-06-26,1.19,9043.11,organic,2016,Roanoke,Southeast,summer,1.00,431975.26
2016-06-26,1.25,464446.2,conventional,2016,Sacramento,West,summer,1.00,453755.52
2016-06-26,1.79,9617.62,organic,2016,Sacramento,West,summer,2.00,649777.91
2016-06-26,0.89,595917.64,conventional,2016,San Diego,West,summer,1.00,323073.93
2016-06-26,1.52,20209.95,organic,2016,San Diego,West,summer,2.00,551766.71
2016-06-26,1.5,749554.87,conventional,2016,San Francisco,West,summer,2.00,544506.63
2016-06-26,2.21,29535.82,organic,2016,San Francisco,West,summer,2.00,802239.76
2016-06-26,1.03,638550.37,conventional,2016,Seattle,West,summer,1.00,373894.55
2016-06-26,1.74,41165.72,organic,2016,Seattle,West,summer,2.00,631627.69
2016-06-26,1.07,367778.6,conventional,2016,South Carolina,Southeast,summer,1.00,388414.73
2016-06-26,1.24,12445.56,organic,2016,South Carolina,Southeast,summer,1.00,450125.48
2016-06-26,1.02,90301.82,conventional,2016,Spokane,West,summer,1.00,370264.51
2016-06-26,1.76,3011.21,organic,2016,Spokane,West,summer,2.00,638887.77
2016-06-26,0.97,236899.58,conventional,2016,St. Louis,Midwest,summer,1.00,352114.28
2016-06-26,1.74,7231.64,organic,2016,St. Louis,Midwest,summer,2.00,631627.69
2016-06-26,1.43,84340.47,conventional,2016,Syracuse,Northeast,summer,2.00,519096.32
2016-06-26,1.68,2132.15,organic,2016,Syracuse,Northeast,summer,2.00,609847.42
2016-06-26,1.16,361181.98,conventional,2016,Tampa,Southeast,summer,1.00,421085.12
2016-06-26,1.5,5867.74,organic,2016,Tampa,Southeast,summer,2.00,544506.63
2016-06-26,0.8,1028845.61,conventional,2016,West Tex/New Mexico,West,summer,1.00,290403.53
2016-06-26,1.38,21667.76,organic,2016,West Tex/New Mexico,West,summer,2.00,500946.1
2016-07-03,1.42,115907.61,conventional,2016,Albany,Northeast,summer,2.00,515466.27
2016-07-03,1.43,3529.44,organic,2016,Albany,Northeast,summer,2.00,519096.32
2016-07-03,0.77,789398.22,conventional,2016,Atlanta,Southeast,summer,1.00,279513.4
2016-07-03,0.85,20324.1,organic,2016,Atlanta,Southeast,summer,1.00,308553.75
2016-07-03,1.38,844337.61,conventional,2016,Baltimore/Washington,Mid-Atlantic,summer,2.00,500946.1
2016-07-03,1.99,17234.83,organic,2016,Baltimore/Washington,Mid-Atlantic,summer,2.00,722378.79
2016-07-03,0.77,136377.55,conventional,2016,Boise,West,summer,1.00,279513.4
2016-07-03,1.2,7238.95,organic,2016,Boise,West,summer,1.00,435605.3
2016-07-03,1.38,585484.69,conventional,2016,Boston,Northeast,summer,2.00,500946.1
2016-07-03,1.61,14709.87,organic,2016,Boston,Northeast,summer,2.00,584437.11
2016-07-03,1.3,180609.07,conventional,2016,Buffalo/Rochester,Northeast,summer,1.00,471905.74
2016-07-03,2.02,5103.66,organic,2016,Buffalo/Rochester,Northeast,summer,2.00,733268.92
2016-07-03,1.1,7087455.16,conventional,2016,California,West,summer,1.00,399304.86
2016-07-03,1.58,209495.6,organic,2016,California,West,summer,2.00,573546.98
2016-07-03,1.2,233543.59,conventional,2016,Charlotte,Southeast,summer,1.00,435605.3
2016-07-03,1.72,5662.13,organic,2016,Charlotte,Southeast,summer,2.00,624367.6
2016-07-03,1.23,974278.32,conventional,2016,Chicago,Midwest,summer,1.00,446495.43
2016-07-03,1.5,15807.19,organic,2016,Chicago,Midwest,summer,2.00,544506.63
2016-07-03,0.84,330182.4,conventional,2016,Cincinnati/Dayton,Midwest,summer,1.00,304923.71
2016-07-03,1.05,19128.61,organic,2016,Cincinnati/Dayton,Midwest,summer,1.00,381154.64
2016-07-03,0.94,234975.32,conventional,2016,Columbus,Midwest,summer,1.00,341224.15
2016-07-03,1.02,7549.2,organic,2016,Columbus,Midwest,summer,1.00,370264.51
2016-07-03,0.89,1350870.14,conventional,2016,Dallas/Ft. Worth,South Central,summer,1.00,323073.93
2016-07-03,0.99,32844.7,organic,2016,Dallas/Ft. Worth,South Central,summer,1.00,359374.37
2016-07-03,1.03,815698.87,conventional,2016,Denver,West,summer,1.00,373894.55
2016-07-03,1.2,27913.57,organic,2016,Denver,West,summer,1.00,435605.3
2016-07-03,1.17,336701.66,conventional,2016,Detroit,Midwest,summer,1.00,424715.17
2016-07-03,1.05,21345.19,organic,2016,Detroit,Midwest,summer,1.00,381154.64
2016-07-03,1.49,159566.9,conventional,2016,Grand Rapids,Midwest,summer,2.00,540876.58
2016-07-03,1.8,1680.08,organic,2016,Grand Rapids,Midwest,summer,2.00,653407.95
2016-07-03,1.23,287688.42,conventional,2016,Harrisburg/Scranton,Northeast,summer,1.00,446495.43
2016-07-03,1.81,7342.95,organic,2016,Harrisburg/Scranton,Northeast,summer,2.00,657037.99
2016-07-03,1.47,309896.68,conventional,2016,Hartford/Springfield,Northeast,summer,2.00,533616.49
2016-07-03,2.33,9168.9,organic,2016,Hartford/Springfield,Northeast,summer,3.00,845800.29
2016-07-03,0.92,1189787.36,conventional,2016,Houston,South Central,summer,1.00,333964.06
2016-07-03,1.29,15452.08,organic,2016,Houston,South Central,summer,1.00,468275.7
2016-07-03,1.1,205562.64,conventional,2016,Indianapolis,Midwest,summer,1.00,399304.86
2016-07-03,1.39,4245.31,organic,2016,Indianapolis,Midwest,summer,2.00,504576.14
2016-07-03,0.93,272150.68,conventional,2016,Jacksonville,Southeast,summer,1.00,337594.11
2016-07-03,1.26,6402.23,organic,2016,Jacksonville,Southeast,summer,1.00,457385.57
2016-07-03,1.0,362136.8,conventional,2016,Las Vegas,West,summer,1.00,363004.42
2016-07-03,1.59,15607.26,organic,2016,Las Vegas,West,summer,2.00,577177.02
2016-07-03,0.95,3449361.49,conventional,2016,Los Angeles,West,summer,1.00,344854.2
2016-07-03,1.23,116296.31,organic,2016,Los Angeles,West,summer,1.00,446495.43
2016-07-03,1.0,106600.14,conventional,2016,Louisville,Southeast,summer,1.00,363004.42
2016-07-03,1.05,3479.9,organic,2016,Louisville,Southeast,summer,1.00,381154.64
2016-07-03,0.96,868986.46,conventional,2016,Miami/Ft. Lauderdale,Southeast,summer,1.00,348484.24
2016-07-03,1.24,6525.8,organic,2016,Miami/Ft. Lauderdale,Southeast,summer,1.00,450125.48
2016-07-03,0.87,250902.49,conventional,2016,Nashville,Southeast,summer,1.00,315813.84
2016-07-03,0.89,15605.42,organic,2016,Nashville,Southeast,summer,1.00,323073.93
2016-07-03,0.93,360419.86,conventional,2016,New Orleans/Mobile,Southeast,summer,1.00,337594.11
2016-07-03,1.18,3290.05,organic,2016,New Orleans/Mobile,Southeast,summer,1.00,428345.21
2016-07-03,1.53,1280725.34,conventional,2016,New York,Northeast,summer,2.00,555396.76
2016-07-03,2.28,46314.26,organic,2016,New York,Northeast,summer,2.00,827650.07
2016-07-03,1.29,525917.26,conventional,2016,Northern New England,Northeast,summer,1.00,468275.7
2016-07-03,1.33,29132.17,organic,2016,Northern New England,Northeast,summer,1.00,482795.87
2016-07-03,0.93,553640.36,conventional,2016,Orlando,Southeast,summer,1.00,337594.11
2016-07-03,1.32,9029.86,organic,2016,Orlando,Southeast,summer,1.00,479165.83
2016-07-03,1.47,427325.17,conventional,2016,Philadelphia,Mid-Atlantic,summer,2.00,533616.49
2016-07-03,2.16,10437.32,organic,2016,Philadelphia,Mid-Atlantic,summer,2.00,784089.54
2016-07-03,0.77,1069905.64,conventional,2016,Phoenix/Tucson,West,summer,1.00,279513.4
2016-07-03,1.65,14055.26,organic,2016,Phoenix/Tucson,West,summer,2.00,598957.29
2016-07-03,1.36,128114.61,conventional,2016,Pittsburgh,Northeast,summer,1.00,493686.01
2016-07-03,1.47,3486.32,organic,2016,Pittsburgh,Northeast,summer,2.00,533616.49
2016-07-03,1.05,2259572.01,conventional,2016,Plains,Midwest,summer,1.00,381154.64
2016-07-03,1.63,50608.69,organic,2016,Plains,Midwest,summer,2.00,591697.2
2016-07-03,0.98,728681.01,conventional,2016,Portland,West,summer,1.00,355744.33
2016-07-03,1.33,45380.46,organic,2016,Portland,West,summer,1.00,482795.87
2016-07-03,1.14,307215.96,conventional,2016,Raleigh/Greensboro,Southeast,summer,1.00,413825.04
2016-07-03,1.88,9151.31,organic,2016,Raleigh/Greensboro,Southeast,summer,2.00,682448.3
2016-07-03,0.99,305399.4,conventional,2016,Richmond/Norfolk,Mid-Atlantic,summer,1.00,359374.37
2016-07-03,1.44,7492.18,organic,2016,Richmond/Norfolk,Mid-Atlantic,summer,2.00,522726.36
2016-07-03,0.99,164583.69,conventional,2016,Roanoke,Southeast,summer,1.00,359374.37
2016-07-03,1.52,7064.25,organic,2016,Roanoke,Southeast,summer,2.00,551766.71
2016-07-03,1.24,565017.74,conventional,2016,Sacramento,West,summer,1.00,450125.48
2016-07-03,2.13,9057.29,organic,2016,Sacramento,West,summer,2.00,773199.41
2016-07-03,1.04,613005.97,conventional,2016,San Diego,West,summer,1.00,377524.59
2016-07-03,1.49,21506.43,organic,2016,San Diego,West,summer,2.00,540876.58
2016-07-03,1.41,891917.15,conventional,2016,San Francisco,West,summer,2.00,511836.23
2016-07-03,2.31,29071.11,organic,2016,San Francisco,West,summer,2.00,838540.2
2016-07-03,1.1,663580.48,conventional,2016,Seattle,West,summer,1.00,399304.86
2016-07-03,1.65,45009.96,organic,2016,Seattle,West,summer,2.00,598957.29
2016-07-03,0.95,515792.87,conventional,2016,South Carolina,Southeast,summer,1.00,344854.2
2016-07-03,1.23,11068.68,organic,2016,South Carolina,Southeast,summer,1.00,446495.43
2016-07-03,1.09,97365.48,conventional,2016,Spokane,West,summer,1.00,395674.81
2016-07-03,1.69,3136.55,organic,2016,Spokane,West,summer,2.00,613477.46
2016-07-03,0.76,348135.49,conventional,2016,St. Louis,Midwest,summer,1.00,275883.36
2016-07-03,1.75,4788.38,organic,2016,St. Louis,Midwest,summer,2.00,635257.73
2016-07-03,1.37,85205.46,conventional,2016,Syracuse,Northeast,summer,1.00,497316.05
2016-07-03,1.68,2948.8,organic,2016,Syracuse,Northeast,summer,2.00,609847.42
2016-07-03,0.93,613097.67,conventional,2016,Tampa,Southeast,summer,1.00,337594.11
2016-07-03,1.3,7873.96,organic,2016,Tampa,Southeast,summer,1.00,471905.74
2016-07-03,0.86,1026317.8,conventional,2016,West Tex/New Mexico,West,summer,1.00,312183.8
2016-07-03,1.43,22964.25,organic,2016,West Tex/New Mexico,West,summer,2.00,519096.32
2016-07-10,1.11,131630.13,conventional,2016,Albany,Northeast,summer,1.00,402934.9
2016-07-10,1.58,2173.2,organic,2016,Albany,Northeast,summer,2.00,573546.98
2016-07-10,0.92,560865.26,conventional,2016,Atlanta,Southeast,summer,1.00,333964.06
2016-07-10,1.13,17311.07,organic,2016,Atlanta,Southeast,summer,1.00,410194.99
2016-07-10,1.37,831187.91,conventional,2016,Baltimore/Washington,Mid-Atlantic,summer,1.00,497316.05
2016-07-10,1.96,17213.93,organic,2016,Baltimore/Washington,Mid-Atlantic,summer,2.00,711488.66
2016-07-10,0.75,132511.44,conventional,2016,Boise,West,summer,1.00,272253.31
2016-07-10,1.34,4729.39,organic,2016,Boise,West,summer,1.00,486425.92
2016-07-10,1.32,549815.44,conventional,2016,Boston,Northeast,summer,1.00,479165.83
2016-07-10,1.59,12513.05,organic,2016,Boston,Northeast,summer,2.00,577177.02
2016-07-10,1.25,183741.31,conventional,2016,Buffalo/Rochester,Northeast,summer,1.00,453755.52
2016-07-10,1.8,5061.84,organic,2016,Buffalo/Rochester,Northeast,summer,2.00,653407.95
2016-07-10,1.08,6721690.88,conventional,2016,California,West,summer,1.00,392044.77
2016-07-10,1.51,213417.87,organic,2016,California,West,summer,2.00,548136.67
2016-07-10,1.26,233262.16,conventional,2016,Charlotte,Southeast,summer,1.00,457385.57
2016-07-10,1.81,5664.83,organic,2016,Charlotte,Southeast,summer,2.00,657037.99
2016-07-10,1.53,712080.66,conventional,2016,Chicago,Midwest,summer,2.00,555396.76
2016-07-10,2.01,12651.27,organic,2016,Chicago,Midwest,summer,2.00,729638.88
2016-07-10,1.06,266811.55,conventional,2016,Cincinnati/Dayton,Midwest,summer,1.00,384784.68
2016-07-10,0.98,24427.23,organic,2016,Cincinnati/Dayton,Midwest,summer,1.00,355744.33
2016-07-10,1.06,170762.71,conventional,2016,Columbus,Midwest,summer,1.00,384784.68
2016-07-10,1.0,11572.14,organic,2016,Columbus,Midwest,summer,1.00,363004.42
2016-07-10,0.91,1080238.02,conventional,2016,Dallas/Ft. Worth,South Central,summer,1.00,330334.02
2016-07-10,1.04,17788.81,organic,2016,Dallas/Ft. Worth,South Central,summer,1.00,377524.59
2016-07-10,1.04,835116.1,conventional,2016,Denver,West,summer,1.00,377524.59
2016-07-10,1.0,37036.32,organic,2016,Denver,West,summer,1.00,363004.42
2016-07-10,1.18,311241.09,conventional,2016,Detroit,Midwest,summer,1.00,428345.21
2016-07-10,0.98,24521.13,organic,2016,Detroit,Midwest,summer,1.00,355744.33
2016-07-10,1.6,133747.66,conventional,2016,Grand Rapids,Midwest,summer,2.00,580807.07
2016-07-10,1.73,1909.68,organic,2016,Grand Rapids,Midwest,summer,2.00,627997.64
2016-07-10,1.21,274783.17,conventional,2016,Harrisburg/Scranton,Northeast,summer,1.00,439235.34
2016-07-10,1.88,7574.45,organic,2016,Harrisburg/Scranton,Northeast,summer,2.00,682448.3
2016-07-10,1.46,292611.92,conventional,2016,Hartford/Springfield,Northeast,summer,2.00,529986.45
2016-07-10,2.33,9578.06,organic,2016,Hartford/Springfield,Northeast,summer,3.00,845800.29
2016-07-10,0.89,1101543.61,conventional,2016,Houston,South Central,summer,1.00,323073.93
2016-07-10,1.2,25644.01,organic,2016,Houston,South Central,summer,1.00,435605.3
2016-07-10,1.12,191786.29,conventional,2016,Indianapolis,Midwest,summer,1.00,406564.95
2016-07-10,1.11,5370.5,organic,2016,Indianapolis,Midwest,summer,1.00,402934.9
2016-07-10,1.19,164680.49,conventional,2016,Jacksonville,Southeast,summer,1.00,431975.26
2016-07-10,1.68,3843.3,organic,2016,Jacksonville,Southeast,summer,2.00,609847.42
2016-07-10,1.0,357786.69,conventional,2016,Las Vegas,West,summer,1.00,363004.42
2016-07-10,1.9,13234.04,organic,2016,Las Vegas,West,summer,2.00,689708.39
2016-07-10,0.93,3293224.51,conventional,2016,Los Angeles,West,summer,1.00,337594.11
2016-07-10,1.15,125690.61,organic,2016,Los Angeles,West,summer,1.00,417455.08
2016-07-10,1.15,94591.67,conventional,2016,Louisville,Southeast,summer,1.00,417455.08
2016-07-10,1.25,3026.31,organic,2016,Louisville,Southeast,summer,1.00,453755.52
2016-07-10,1.24,566889.77,conventional,2016,Miami/Ft. Lauderdale,Southeast,summer,1.00,450125.48
2016-07-10,1.49,4918.83,organic,2016,Miami/Ft. Lauderdale,Southeast,summer,2.00,540876.58
2016-07-10,1.0,198240.02,conventional,2016,Nashville,Southeast,summer,1.00,363004.42
2016-07-10,1.35,10013.26,organic,2016,Nashville,Southeast,summer,1.00,490055.96
2016-07-10,1.06,291978.06,conventional,2016,New Orleans/Mobile,Southeast,summer,1.00,384784.68
2016-07-10,1.3,4258.8,organic,2016,New Orleans/Mobile,Southeast,summer,1.00,471905.74
2016-07-10,1.51,1266199.75,conventional,2016,New York,Northeast,summer,2.00,548136.67
2016-07-10,2.33,50300.29,organic,2016,New York,Northeast,summer,3.00,845800.29
2016-07-10,1.06,569327.81,conventional,2016,Northern New England,Northeast,summer,1.00,384784.68
2016-07-10,1.45,14482.73,organic,2016,Northern New England,Northeast,summer,2.00,526356.4
2016-07-10,1.17,341532.31,conventional,2016,Orlando,Southeast,summer,1.00,424715.17
2016-07-10,1.53,9912.51,organic,2016,Orlando,Southeast,summer,2.00,555396.76
2016-07-10,1.47,420054.95,conventional,2016,Philadelphia,Mid-Atlantic,summer,2.00,533616.49
2016-07-10,2.15,10301.6,organic,2016,Philadelphia,Mid-Atlantic,summer,2.00,780459.5
2016-07-10,0.89,995347.5,conventional,2016,Phoenix/Tucson,West,summer,1.00,323073.93
2016-07-10,1.82,13993.22,organic,2016,Phoenix/Tucson,West,summer,2.00,660668.04
2016-07-10,1.29,111914.65,conventional,2016,Pittsburgh,Northeast,summer,1.00,468275.7
2016-07-10,1.49,2672.71,organic,2016,Pittsburgh,Northeast,summer,2.00,540876.58
2016-07-10,1.09,2028847.18,conventional,2016,Plains,Midwest,summer,1.00,395674.81
2016-07-10,1.7,48278.48,organic,2016,Plains,Midwest,summer,2.00,617107.51
2016-07-10,0.98,669673.68,conventional,2016,Portland,West,summer,1.00,355744.33
2016-07-10,1.66,27248.92,organic,2016,Portland,West,summer,2.00,602587.33
2016-07-10,1.2,303559.52,conventional,2016,Raleigh/Greensboro,Southeast,summer,1.00,435605.3
2016-07-10,1.87,10162.11,organic,2016,Raleigh/Greensboro,Southeast,summer,2.00,678818.26
2016-07-10,1.02,296610.12,conventional,2016,Richmond/Norfolk,Mid-Atlantic,summer,1.00,370264.51
2016-07-10,1.41,8691.34,organic,2016,Richmond/Norfolk,Mid-Atlantic,summer,2.00,511836.23
2016-07-10,1.01,158961.77,conventional,2016,Roanoke,Southeast,summer,1.00,366634.46
2016-07-10,1.33,9499.39,organic,2016,Roanoke,Southeast,summer,1.00,482795.87
2016-07-10,1.26,489099.02,conventional,2016,Sacramento,West,summer,1.00,457385.57
2016-07-10,2.13,8347.48,organic,2016,Sacramento,West,summer,2.00,773199.41
2016-07-10,0.98,604082.24,conventional,2016,San Diego,West,summer,1.00,355744.33
2016-07-10,1.43,20997.51,organic,2016,San Diego,West,summer,2.00,519096.32
2016-07-10,1.4,842731.76,conventional,2016,San Francisco,West,summer,2.00,508206.18
2016-07-10,2.32,29064.21,organic,2016,San Francisco,West,summer,3.00,842170.25
2016-07-10,1.11,628610.41,conventional,2016,Seattle,West,summer,1.00,402934.9
2016-07-10,1.8,37406.41,organic,2016,Seattle,West,summer,2.00,653407.95
2016-07-10,1.08,389300.41,conventional,2016,South Carolina,Southeast,summer,1.00,392044.77
2016-07-10,1.35,11611.02,organic,2016,South Carolina,Southeast,summer,1.00,490055.96
2016-07-10,1.06,90750.72,conventional,2016,Spokane,West,summer,1.00,384784.68
2016-07-10,2.23,2122.86,organic,2016,Spokane,West,summer,2.00,809499.85
2016-07-10,0.74,314847.96,conventional,2016,St. Louis,Midwest,summer,1.00,268623.27
2016-07-10,1.74,5055.17,organic,2016,St. Louis,Midwest,summer,2.00,631627.69
2016-07-10,1.29,84386.24,conventional,2016,Syracuse,Northeast,summer,1.00,468275.7
2016-07-10,1.64,2872.1,organic,2016,Syracuse,Northeast,summer,2.00,595327.24
2016-07-10,1.15,359346.63,conventional,2016,Tampa,Southeast,summer,1.00,417455.08
2016-07-10,1.44,8568.93,organic,2016,Tampa,Southeast,summer,2.00,522726.36
2016-07-10,0.87,979053.68,conventional,2016,West Tex/New Mexico,West,summer,1.00,315813.84
2016-07-10,1.65,23418.88,organic,2016,West Tex/New Mexico,West,summer,2.00,598957.29
2016-07-17,1.31,89228.02,conventional,2016,Albany,Northeast,summer,1.00,475535.79
2016-07-17,1.57,2399.74,organic,2016,Albany,Northeast,summer,2.00,569916.93
2016-07-17,1.01,474063.61,conventional,2016,Atlanta,Southeast,summer,1.00,366634.46
2016-07-17,1.21,16805.05,organic,2016,Atlanta,Southeast,summer,1.00,439235.34
2016-07-17,1.47,730875.32,conventional,2016,Baltimore/Washington,Mid-Atlantic,summer,2.00,533616.49
2016-07-17,1.98,21633.42,organic,2016,Baltimore/Washington,Mid-Atlantic,summer,2.00,718748.75
2016-07-17,0.7,69052.66,conventional,2016,Boise,West,summer,1.00,254103.09
2016-07-17,1.54,2947.37,organic,2016,Boise,West,summer,2.00,559026.8
2016-07-17,1.56,488508.05,conventional,2016,Boston,Northeast,summer,2.00,566286.89
2016-07-17,1.77,14776.98,organic,2016,Boston,Northeast,summer,2.00,642517.82
2016-07-17,1.3,141880.95,conventional,2016,Buffalo/Rochester,Northeast,summer,1.00,471905.74
2016-07-17,1.76,4222.14,organic,2016,Buffalo/Rochester,Northeast,summer,2.00,638887.77
2016-07-17,1.14,6200613.68,conventional,2016,California,West,summer,1.00,413825.04
2016-07-17,1.59,192800.93,organic,2016,California,West,summer,2.00,577177.02
2016-07-17,1.43,196466.9,conventional,2016,Charlotte,Southeast,summer,2.00,519096.32
2016-07-17,1.58,7940.49,organic,2016,Charlotte,Southeast,summer,2.00,573546.98
2016-07-17,1.51,717279.19,conventional,2016,Chicago,Midwest,summer,2.00,548136.67
2016-07-17,1.89,26249.13,organic,2016,Chicago,Midwest,summer,2.00,686078.35
2016-07-17,1.05,280542.19,conventional,2016,Cincinnati/Dayton,Midwest,summer,1.00,381154.64
2016-07-17,1.04,22576.93,organic,2016,Cincinnati/Dayton,Midwest,summer,1.00,377524.59
2016-07-17,1.18,160413.49,conventional,2016,Columbus,Midwest,summer,1.00,428345.21
2016-07-17,1.2,11566.22,organic,2016,Columbus,Midwest,summer,1.00,435605.3
2016-07-17,0.96,1070350.11,conventional,2016,Dallas/Ft. Worth,South Central,summer,1.00,348484.24
2016-07-17,1.05,27581.91,organic,2016,Dallas/Ft. Worth,South Central,summer,1.00,381154.64
2016-07-17,1.07,771606.04,conventional,2016,Denver,West,summer,1.00,388414.73
2016-07-17,1.6,21484.6,organic,2016,Denver,West,summer,2.00,580807.07
2016-07-17,1.17,328237.93,conventional,2016,Detroit,Midwest,summer,1.00,424715.17
2016-07-17,1.14,22070.24,organic,2016,Detroit,Midwest,summer,1.00,413825.04
2016-07-17,1.58,146730.62,conventional,2016,Grand Rapids,Midwest,summer,2.00,573546.98
2016-07-17,1.82,1222.54,organic,2016,Grand Rapids,Midwest,summer,2.00,660668.04
2016-07-17,1.25,249117.51,conventional,2016,Harrisburg/Scranton,Northeast,summer,1.00,453755.52
2016-07-17,2.04,12285.03,organic,2016,Harrisburg/Scranton,Northeast,summer,2.00,740529.01
2016-07-17,1.63,259416.65,conventional,2016,Hartford/Springfield,Northeast,summer,2.00,591697.2
2016-07-17,2.39,12209.9,organic,2016,Hartford/Springfield,Northeast,summer,3.00,867580.56
2016-07-17,0.92,1006984.22,conventional,2016,Houston,South Central,summer,1.00,333964.06
2016-07-17,1.39,20729.16,organic,2016,Houston,South Central,summer,2.00,504576.14
2016-07-17,1.08,195710.39,conventional,2016,Indianapolis,Midwest,summer,1.00,392044.77
2016-07-17,1.19,5015.85,organic,2016,Indianapolis,Midwest,summer,1.00,431975.26
